id,screen_name
1494835716,AIIAmericanGirI
2361224263,DailySignal
124789225,ProudlyWeHail
74157050,clovergirl64
1150782124464791552,Ckm4MAGA
1650177931,gapeachx3
1146153064115523585,BruceKunde
3214649345,rfields301
1074163797860986881,editor_wp
199351868,Musickf
5741722,nprpolitics
731985605601693697,_gulfcoastchris
4865637737,VoteDemOutFL
3394126212,TheSandmanSlim
759251,CNN
822791162972946432,KlumbusP
66798965,traxxonwaxx99
49034507,real_defender
4332864533,ali_priano
251312693,smtinnl
25073877,realDonaldTrump
1208158559344775168,rules_left
939091,JoeBiden
1238484047883423744,onlytruthhere
17142582,Dr_Granny
1283839664013615108,Lostone50645782
1260349376276434944,b7868255
16972715,murray_nyc
1165253203606175744,iquisitor2020
470171162,SmokeyStafford
1057799351894982661,PghBlackGold
90480218,RichardGrenell
1067540921451986945,RemindMe_OfThis
1096192764608421889,bearddontlie
544035122,DinoDrift
46775436,BettyBowers
1680019820,DustinGinsberg
1263297329416867840,GGrokking
2329066872,theintercept
1296463370045001728,Soup_Can_IV
807812802761158656,Styx666Official
3007176465,DamnYouKenny
1013158003485257731,WSS_Memorial
139236619,rcjr2161
964565033815490560,kwood360
29501253,RepAdamSchiff
40302336,RepJerryNadler
30354991,KamalaHarris
26642006,Alyssa_Milano
17494010,SenSchumer
15764644,SpeakerPelosi
14377605,TheDemocrats
182251299,Josh_D78
17077313,KFIAM640
114354257,wolf9walker
1264115609782157312,LORIOLS31674594
34477257,wmcpc
21619519,JoeNBC
4854555494,SueSea162020s
1130117134217097221,Jessesc32208999
1159311781191274496,Thunder15491091
248429222,eliehonig
1009577803304656896,itsJeffTiedrich
1167874845994037248,JustVent6
963790885937995777,HKrassenstein
21651982,lsferguson
864963644856991745,dls0054
2675447737,CornShortage
492833134,mikandynothem
818927131883356161,PressSec
16784523,margarine52
815952318487298048,DrNealDunnFL2
15207668,HouseGOP
1278936337639518211,trumps_soul
1257525147226923009,john_mommers
7174972,NOS
5392522,NPR
4580381,vincente
786071007471792132,MightySword8
3406523836,TheOneBuz
4758615031,Tex_SedX
39344374,DonaldJTrumpJr
50448207,infernoscurse
19735074,houston_mike
1131540997354266625,Blueline_C
3050220910,Junior_Trini
1227481761782882304,Addie34758813
21034105,kfvsnews
1088200709927882753,TheGREATCONSPI1
1120447400,LanieLou5
2196125948,joe56odad
26848626,cottonpony
1082334352711790593,Ilhan
958867582513065985,MccarthydoDave
892161331,JbPreselect
21604836,NaplesQueen
1252777886903234560,SethWeiss7
1247226007649751043,JoSchlimgen
17919972,taylorswift13
1269010656726069256,A__Philomath
947619396536676352,ajzwiebel1
2354053340,cincinnatisound
2067661,WLWT
780994300654018564,americangirlsas
4207961,chrislhayes
1107570833801674752,Max90586793
1282173749106810881,Dj_Tommyluv
1007016957214887936,slightchangeof1
13850422,CNNPolitics
732251444636569600,Sheckyk
31801993,FrankPallone
386507775,USPS
293131808,PattyMurray
958722124218339328,Darth_Vaporize
1111906634,merican47
343166596,dan52036
1087419399169019905,MonarchinMN
14589340,deetydoc
1158239710709350405,BrianGreenwal10
526707382,DGPurser
2197266151,tracyk726
23081980,Portmeirion_
470472472,mary_shubert
387088436,HolmanJenkins
112047805,brithume
1054796628215754752,clustertrump
1275990912104050688,Jake71263900
703872313033433088,NWitchtea
52544275,IvankaTrump
1279036604,Jenica__Joy
1185352823715827717,Aintthissometh1
14211760,mfield
36711022,DanRather
2759815789,jeannebean65
1274504620153470977,MicheleMuse5
1248907714371043328,AutoRenegade
1045110787,MaryLTrump
148529707,RBReich
435084804,Patriot_1111_86
4018802301,HaplinF
187680645,LLinWood
1046533526168920064,jlcminou
1292717994515279872,jamal47357482
64088112,Davidferron2
20957644,danmicovic
1286312788286210049,crazyequality
259816808,wendycockcroft
1268595895622348801,Lawless681
3811758753,EadmundHodgson
1166437208976314368,CapFeathersaber
153108145,GShapiro9News
223157885,Mikeybcali
1248768019741863937,RobertGarrJ
935963969663115264,patriot_70
1226585237490024448,cb_rube
1241906531416723456,Unpopularobser1
1100514949523275777,LoveOthers10
544493129,wanaoni_michael
2755157062,sheila_secrist
725393882,PTSDoffDaChains
631310817,MarkYoungTruth
4780469053,bobschramm69
462104542,chuckwoolery
47309766,qpruleok
14569869,Channel4News
1261901178885091331,Kitchy715
866223231044206592,Freman67
1282327210754486273,KatherineGarth2
1279258330037399552,NOTHINnoone1
1263126635840073730,Jane69629967
125128723,RaheemKassam
51077441,val_wonders
78445977,GerryConnolly
1298598455565094912,coco20249499614
592730371,JackPosobiec
293812586,KlongName
1046549372,Terranomaly
32453116,PaHouseDems
468993872,ctidude
894774227798118401,colonel_montoya
1041961735,leelu5the
533174031,don_mash
906716457060487168,ElizabethColn3
2316571121,chiefaudiotech
864624764534390785,rachel_rampaage
800707492346925056,axios
789263692202258432,first4venger
466183294,chiIIum
404375574,Avi11215
1207843017266122752,Dunbanxenoblad1
1064758166225866758,dylpickles__
1033452773545664517,HankHillWife
2271094526,JLPoyner
1200835890949578752,fisher_tx14
90651198,GregAbbott_TX
44513878,TexasTribune
95461033,eradicator178
50769180,IngrahamAngle
4902233999,LeadersMaster
355452950,SavannahSaint
1282368415894831106,AutistActual
144261619,StPatrick33
827811283730825216,NotAPajamaBoy
22771961,Acosta
15778064,dleez777
916670410745315330,NJRRBasketball
4357864515,MattEstell45
1043185714437992449,catturd2
37127042,woohoo9
1011008851351662592,meg2363867741
1236415271335866369,Vickie88333263
872818091427848192,Carlosd96422822
27000730,Timcast
1014367756970536960,1200dollarcheck
3309104695,desolate1lee
1292545822496890882,mrbigly1776
96906231,thevivafrei
783792992,IlhanMN
1278912641155469312,moozii__
18266688,TomFitton
1299904725127761920,CJWilliamson_US
822215679726100480,POTUS
1260632207867080704,GeorgiaParole
1219781523622236160,Maria_Garcia_US
543183447,mb250762
168541923,ACTforAmerica
6108862,joelcomm
16819561,Tullycast
3942483972,jdubjdub1975
22993014,9NewsAUS
1213073532801830914,George_Doddd
31029663,TimArvier9
340139222,bongindustryz
67792812,AshleeMullany
63362429,7NewsAustralia
1273194782937026560,SteveBing7
295824553,guy_next_to_me
220675925,grammya2
1257341773879238656,dakota_rogue
111385858,kotatweets
2243653876,stillgrumpy2020
90471916,RochesterSubway
16275936,rachbarnhart
1241458055021080577,msm_isthe_virus
32871086,kylegriffin1
1154766968253120517,AxraxNv
562486962,EatPantFriendo
359000171,tsarb0mba
1195355418345656320,LyndaJeffs2
1268240072945602561,AaronSteel1971
23347035,Pretzel__Logic
1917731,thehill
28785486,ABC
432895323,LindseyGrahamSC
2353605901,GOPChairwoman
19739126,GOPLeader
14270650,ktumulty
1249982359,senatemajldr
1115363158619717634,avoy_will
824739546315239425,ger2591
9130642,erikmouthaanRTL
23745728,evbr
1223722435494793223,AnnChovies2
497676852,cwhelan5
39308549,DailyCaller
248469208,amber_athey
185905320,WGONnews
1235205783337545729,holismrocks
124332555,majorgarrett69
1965612534,LaniKaiDuck
203226736,SharylAttkisson
56162433,azyotes
36065144,SnootBoopz
23404315,jkmyers
21925192,FrankLaRose
197141866,thisalexfink
1242191338726215687,fa1alerr0r
744894639618985985,Cascada57
1250559742210183169,PatriotMaple
1207783634268250112,HardestyLuann
1178021410935099394,realGngrbrdgrl
1120435583082536961,BobsYourUncle30
1274536017740128257,MeetDaPress1
4703530830,rthomas4006
1249983209837740033,itzhtn
1190393433644339200,ShadowB88750056
733383856154365952,NativeToPangaea
552115100,ieishalane
47293791,w_terrence
2797613484,RealDonalTrump
1299023934034067456,DandyFerguson
1187391309956280320,shugyo4dhm
1226605325618470914,sherry1138
36787919,Maggie247
1153042794375712770,HowleyReporter
1270010370107805697,IndependentlyA
2327217626,BricknyGary
1264744625811718144,aqua_velvet
1080569698536878081,RepSherrill
900546547175260160,StellarFox2
106165884,WayneIv
46817943,brikeilarcnn
42670638,mercedesschlapp
2664261510,mrsgee
532046218,Tunnelcat2
765573426274766850,Cats4mice
232268199,NYGovCuomo
15212187,bennyjohnson
3422505016,nachomommacuz
869568203546144768,BishesBrew
820697856210108416,Damnoldguy
1092469334058782721,jf_pry
1019016377854758912,MichelleBeshar2
1245041217517301765,hermanbomiller
1225956756603297792,PatriotTom2020
850507814023942144,GeorgePapa19
1633904354,mrg4512
18005085,MZHemingway
836387995083128834,TheTermaNaida
278124059,SenBlumenthal
103746359,jappyheadedho
997593550442426368,HopiumOverdose
752213092197629956,DavidWooden4
32237832,dhtweet
204444440,SexCounseling
18618728,bshires1010
95731075,TwitterSafety
21733692,WajahatAli
1235980801315082240,SavageM49626331
1118289503855181824,j_weavernv
11134252,GOP
1258197244538490880,leap441
119168685,tbeaux29
16163937,JasonFrierson
1080586433088258048,GovSisolak
731132367058968576,amjoyshow
159583068,beckerdavidj
342863309,BetoORourke
14437914,NewsHour
57039652,martylawson
139804332,stampermoo
1652541,Reuters
15989799,kmmontandon
3092733639,DautreuilJoan
3418915469,FJCassara
184598504,jeffcieslak
1234322842080116736,RealRegAmerican
807975026,svdate
39245720,tripgabriel
84378727,pqrlearntruth
845608229723766785,TekshowPlays
1418779278,AMCx32
223961376,Clannachan1979
1215016383978733568,WWG1WGAUSA
1144670621357563904,ChrisWi08041308
27765063,NicoleNila77
2475983034,texas_teacher68
2167528201,seattlesimpson8
1286543802824626176,TommyNotabotski
801723252,ImaConservativ1
721042963,A_Soup_Slinger
3023272478,OregonGovBrown
104647764,SuzanneOB75
15952856,AriBerman
1108058115264733185,hereforpolitic1
1317490646,damonm389
4432916014,PpollingNumbers
469484667,TheRealGRAF
854689313484877825,JayBienvenu
978782184,EmersonPolling
33977600,HouseArrest1984
720424110371835905,rockin05jeep
2752392819,dutchgirl747
1129496285415919616,madlaine63
801991143948951552,ShanGrif
28623919,bejah007
838804177,ToniMLopes1
3293831324,JHermita101
2171454698,Hwarang427
14293310,TIME
1201733776075841537,right_side1
1153058412558786560,iDaveHasQuesti1
1284321884503449601,thestanwilder
1214643023977439233,lana69261496
831597414263844864,JuneSmith888
610092452,DiscardedVirtue
263925585,allanrenz
15731368,HowardKurtz
14345760,jmandell
2944357758,369Outlaw
20074083,kimberlyjt
153181367,CHueyBurns
348590155,tellyrd101
59130623,zbyronwolf
1276207048141742081,SolOfAmerica
1138886434478182401,KimMangone
1418622415,JesiJellybean
960285302899298304,EvanAKilgore
946765123,HillJackJDS
861869718,KarlFleeman
1030637603576590336,BrianMarAlli
3494182277,Flag_Wavers
1270775296795516935,_Im_In_Here_
22010285,gardengirl625
871727667825053696,Richard96266477
47739450,ByronYork
19535908,metrikk
1004685761235517440,kandy58_smith
1268314482729615361,INGODWE01577738
1149966217161015296,TheYellowRose6
23138197,milove131
1255361445426073600,HisTrustin
2634489965,Woodcat0214
3395654357,TnParafreak
2196233449,Pam1010101010
1248820657242193921,D2L171111
974046599453315072,bradtheman_19
808827316470185989,LeslieLee327
41632623,kevinwittkowski
2911747367,benkanas
1217189415585488896,MarcSte40761861
497153288,imnchargeof6
1169977748128817153,DonaldS83027032
620571475,DanScavino
1146836919524954112,throughthygrace
1175327031531311104,Kookie161164665
186284492,Shooshneh
1286724766104199168,Videagamer12341
4161038488,Zlji88
418867782,K1erry
1275226341630029825,FreedomArmor4u
896732144,jimmy0726
1242537777562038277,als1741
395142271,superhippo22
14715573,WSMV
1177120465,bashishmo
1275600899960954881,DonaldPump2016
390957865,SideburnsDon
1281226065088614401,Burgerfacemcta1
912280626,giufuliafa
67738905,coozman65
456016233,ScarelettRed
1180579980545150977,BeeronB
1104058238834823168,TheMoon2025
48346537,BTG77
1158163081979138053,Butherflyer
21539792,StephieLynn85
298715623,seti1420
948946378939609089,GovMurphy
868150765508055042,lenadolokershh
942424223863238662,Jessica24036463
114974268,michaelahrens
2584908901,bands449
117096653,NYCPBA
1121521351607582721,Genarium1
701725963,nowthisnews
2842683807,SteelyRivers
825892758246268928,EeezeePeezee143
975522954678190080,Marie34793471
729676086632656900,TeamTrump
519897737,abigailmarone
1084375028,JasonMillerinDC
1187712657379516416,TechnicallyAli1
847315447,Real_Talk_News
226222147,PeteButtigieg
1248088598211186689,Dr_Hb7
859393163697455104,9newdog
815916290560835584,CraigAr64
798897423783526400,j_gels007
3411045203,opeel99
1097194443298492418,Hunter18111
1222684015062323208,SouthernKay13
4926403290,EliStrawmanning
3406938525,thebradfordfile
1267559923996667906,cratosthegreat
3408529580,mflew2
876885910201049088,CommonSense5900
37575922,hollandcourtney
138203134,AOC
1213904258795368448,MarkDoy14183997
1266833442467004416,irighturong
187913229,brettshugart
16121063,BinaryLaser
15440477,Jen_Oden
1286305631398486016,RichardRoyce15
22511069,giftofgab209
1270541452498669568,Hashbrowns2u4e1
369191744,MollyDanless
785188777752825856,C_Web1761
72362712,DrMagnolias
18733002,MollieKatzen
1148029362580553729,RonJere19448224
5746452,waltmossberg
3260584610,csteinbe07
17968241,jarred_
1121591821816225800,EnoughOfThis3
2902031256,WEdwarda
283380608,jeff_skrentner
1879043858,GavW316
1255242456947400708,Eli2JonesNYG
3094639788,SJNolaLa
1151844948121198592,AnAveragedude7
983003383241027585,meg86606229
226341042,A_Texans_Take
1199522589573554176,KarluskaP
1190088666833719296,BigJJ04382003
905899340790714369,RyanToemmes
787335844612939780,JamesxGamesYT
4914384040,TheBabylonBee
1125740490257833984,MathersAs
741078550103658497,toddmonroe6
778763106289758208,JennaEllisEsq
