id,url_id,user_id,created_at,type,is_mention
1262790378689900544,None,None,2020-05-19T17:01:02.000Z,None,None
1262914961581498368,49635890,757552924587356160,2020-05-20T01:16:05.000Z,retweet,False
1262915259699998720,49635890,754163577087483904,2020-05-20T01:17:16.000Z,retweet,False
1262915316407025664,49635890,892656692,2020-05-20T01:17:29.000Z,retweet,False
1262915328004296706,49635890,99999451,2020-05-20T01:17:32.000Z,retweet,False
1262916358095937538,49635890,1114165414852988928,2020-05-20T01:21:38.000Z,quote,False
1262916407739609088,49635890,1008060660062867457,2020-05-20T01:21:50.000Z,retweet,False
1262916424600780800,49635890,1104408671688278016,2020-05-20T01:21:54.000Z,retweet,False
1262916888797024261,49635890,2175075947,2020-05-20T01:23:44.000Z,retweet,False
1262916972867735554,49635890,2998649061,2020-05-20T01:24:04.000Z,retweet,False
1262917003674890240,49635890,125815552,2020-05-20T01:24:12.000Z,retweet,False
1262917106775085057,49635890,814907645333270528,2020-05-20T01:24:36.000Z,retweet,False
1262917144938975233,49635890,927250850573144065,2020-05-20T01:24:45.000Z,retweet,False
1262917335452717056,49635890,1083856507,2020-05-20T01:25:31.000Z,retweet,False
1262917345783230465,49635890,830223038411075584,2020-05-20T01:25:33.000Z,retweet,False
1262914959639535621,49635890,827341534689390593,2020-05-20T01:16:04.000Z,retweet,False
1262917352284250112,49635890,824096965273063425,2020-05-20T01:25:35.000Z,retweet,False
1262917697873928192,49635890,984522355304099840,2020-05-20T01:26:57.000Z,retweet,False
1262917895425835008,49635890,1069375726539943936,2020-05-20T01:27:44.000Z,retweet,False
1262918156378611712,49635890,2202267883,2020-05-20T01:28:47.000Z,retweet,False
1262918383017787393,49635890,1029918104178970625,2020-05-20T01:29:41.000Z,retweet,False
1262918525695537152,49635890,1133134329780068354,2020-05-20T01:30:15.000Z,retweet,False
1262918562798280711,49635890,2893085407,2020-05-20T01:30:23.000Z,retweet,False
1262918581140021248,49635890,923930869332660226,2020-05-20T01:30:28.000Z,retweet,False
1262918663876812801,49635890,3193157344,2020-05-20T01:30:48.000Z,retweet,False
1262918773801172993,49635890,3057881566,2020-05-20T01:31:14.000Z,retweet,False
1262918820471222275,49635890,20517889,2020-05-20T01:31:25.000Z,retweet,False
1262918943821332480,49635890,913451689,2020-05-20T01:31:54.000Z,retweet,False
1262919369593688066,49635890,3950998695,2020-05-20T01:33:36.000Z,retweet,False
1262919441462984706,49635890,4183046769,2020-05-20T01:33:53.000Z,retweet,False
1262919498216222726,49635890,1102442659518525441,2020-05-20T01:34:06.000Z,retweet,False
1262917372249124865,49635890,1117666680455307269,2020-05-20T01:25:40.000Z,retweet,False
1262914949736792065,49635890,934531822481948672,2020-05-20T01:16:02.000Z,retweet,False
