tweet_id,url,from_user_id,to_user_id
1265778492173623305,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1220139043800875008,21344507
1275109546478854145,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,381129032
1275109813274304512,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,729676086632656900
1275127506182406144,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,1035185596514357249
1275130170215563266,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,1484049116
1275109347920474114,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,1240692346582372352
1275109448722247681,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,909373401378152448
1275134383427485696,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1240300252487270400,2256930253
1275109592796737537,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1274001016086659075,25073877
1275109682093281286,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1274001016086659075,25073877
1266544482322874369,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,2995751217
1266544123919687687,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,2995751217
1266543998216396801,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,2995751217
1266109698886885376,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,269581983
1266175073301356545,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,956228888677425152
1266176584035303424,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,25073877,1206561523608571906
1275117938639396867,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,899840167946485761,21344507
1275118798744453122,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1141084748598718466,25073877
1275131999452385281,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,4214504428
1275065862202880002,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,25073877
1275065926518403081,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,457984599
1275071563662946320,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,25073877
1275071798866935811,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,25073877
1267408559106449408,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,25073877
1267408938791612417,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,18166778
1267409014171688962,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,18166778
1267409049382862849,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,823367015830323201
1267409108723892225,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,25073877
1275072184990330880,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,851294855863074816
1267412295816101889,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,31182139,1153889225177092097
1275069089770168329,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,906907327969841152,457984599
1275070222609772546,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1033479265059332097,25073877
1275072280813383681,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,25073877
1266546671174942725,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,25073877
1266179471842988034,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,49034507
1266180334355431425,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,317385247
1266187102473138178,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,317385247
1266179320311091202,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,25073877
1267304641534013446,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,11134252
1267823583142658049,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,65045121
1321665162022162434,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,832978972602429440
1266180101374345216,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,931286316
1266180512072138752,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,1248964388880437249
1266181394603995137,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,288518476,3267051246
1275073234052845568,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,785045537133166592,25073877
1275086660179501057,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,3379352194,457984599
1275086835627278337,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,3379352194,457984599
1275177365518368770,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1179788128996847616,1193951497806987264
1275198598632873985,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,4879485562,36946699
1275199842973659136,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1072500032362958852,25073877
1275202557200216064,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,817073206221643776,21344507
1275226113627865089,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1274086715314110464,534882709
1275417204952125440,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,1238879416517877760
1275142534264762368,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,1228159418497265665
1275139171078885376,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,1228159418497265665
1275136891076194306,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,464682020
1275137731446874118,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,464682020
1275138188227551232,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,762389795037294592
1275139262816673793,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,957310275518173184
1275139071623520258,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,2449650492
1275138931651215360,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270448366166716416,18087749
1275471421158932480,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1021543651737067542,80425031
1275593189244764162,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,3286887050,1148109152360644608
1276078503172075521,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,274933928,21344507
1276589480590393346,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1270504504098803715,31111897
1275059655505559552,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1180228955237965824,25073877
1267874286812921864,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1180228955237965824,25073877
1266354518155055105,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1180228955237965824,25073877
1275171087077212165,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,738701907724632064,2908170952
1275140529957806085,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1006296921923715072,79637516
1275054424256327685,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,821249526736572416,25073877
1275050265058717696,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1336266925,25073877
1275050293567389698,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1336266925,25073877
1267272305635401728,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,161124136,1161276792025432064
1267374344964935680,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,131331938,25073877
1267459205000200197,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,825464319869648896,21344507
1267602317957709824,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,14802013,21344507
1267655448083271680,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1146273243696967688,21344507
1267683656505552896,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1621324483,21344507
1267808810900484097,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1262673845774761985,832293858406920192
1267075155496521728,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1211008428060987392,21344507
1266854300086497280,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1591112821,3310061541
1266543731609677825,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2995751217,25073877
1266550187121684482,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,852817261,1211666217636786183
1266606426245529602,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,3264938916,823367015830323201
1266635728563257345,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,29954165,838434156539346945
1266666457464700929,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,17483897,823367015830323201
1266711465106370561,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2704754144,25073877
1266726950086889474,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,24009233,21344507
1266730092765601792,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1264342866576453632,21344507
1268819082524139520,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1264342866576453632,21344507
1265883873902243842,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1264342866576453632,21344507
1266738523337633793,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2375797268,33973135
1266843231129657348,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1255516951469797386,822215673812119553
1270785672824197120,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,63085590,721212426792796160
1271193827953373184,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1242491356754235393,45961528
1273346083284975619,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,465118876,20214593
1273985194022838274,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2230247461,25073877
1287525200158916608,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2230247461,25073877
1274107294364532736,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1271647341359980544,18808745
1274756124709920769,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1247280423106945036,948946378939609089
1270497152905744386,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,2941186139,3286594269
1274835433617125376,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,18930372,100863319
1275023669794725889,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1274611169936896001,457984599
1275024143180869632,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1320790784,457984599
1275025507550220292,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1320790784,25073877
1275038392569475078,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,892105081444646913,25073877
1275043188726792195,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,264938403,25073877
1270064584016027648,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,1137099824,15703364
1268309967309803524,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,564543497,2937103496
1268648899696185344,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/,906588709344202752,386056280
