id,url_id,user_id,created_at,type,is_mention
1297665118264791046,74633473,709505904,2020-08-23T22:40:48.000Z,origin,True
1298250150708744192,None,None,2020-08-25T13:25:30.000Z,None,None
1298250485367861248,74633473,783509913246904321,2020-08-25T13:26:50.000Z,retweet,False
1298250705506115585,74633473,1588549668,2020-08-25T13:27:43.000Z,retweet,False
1298251135963344898,None,None,2020-08-25T13:29:25.000Z,None,None
1298251357363810304,74633473,243527962,2020-08-25T13:30:18.000Z,retweet,False
1298251529804283905,74633473,2762223841,2020-08-25T13:30:59.000Z,retweet,False
1298251887511314432,74633473,773584941871468544,2020-08-25T13:32:24.000Z,retweet,False
1298252509354631168,74633473,27506559,2020-08-25T13:34:53.000Z,retweet,False
1298253324819390464,74633473,862880158780346368,2020-08-25T13:38:07.000Z,retweet,False
1298253654143594496,74633473,862880158780346368,2020-08-25T13:39:26.000Z,retweet,False
1298254411982974976,74750651,1205927956306178049,2020-08-25T13:42:26.000Z,retweet,False
1298256412678557696,74633473,269905654,2020-08-25T13:50:23.000Z,retweet,False
1298256639380750339,74633473,780285253201952768,2020-08-25T13:51:17.000Z,retweet,False
1298256658225721352,74633473,780285253201952768,2020-08-25T13:51:22.000Z,retweet,False
1298256681537695744,74633473,1159231812096466944,2020-08-25T13:51:27.000Z,retweet,False
1298263594291798017,74633473,409342008,2020-08-25T14:18:56.000Z,retweet,False
1298265942351175682,74633473,979134102229082112,2020-08-25T14:28:15.000Z,retweet,False
1298250097520791553,None,None,2020-08-25T13:25:18.000Z,None,None
1298250074846302208,74633473,41679753,2020-08-25T13:25:12.000Z,retweet,False
1298249857644105730,74633473,1231454756,2020-08-25T13:24:21.000Z,retweet,False
1298249614248771585,74633473,2173639948,2020-08-25T13:23:23.000Z,retweet,False
1298123802782494720,74885935,4808474910,2020-08-25T05:03:27.000Z,retweet,False
1298137464998068224,74885935,4320668777,2020-08-25T05:57:44.000Z,retweet,False
1298138226406744065,74885935,1085899883054153728,2020-08-25T06:00:46.000Z,quote,False
1298138553692676096,74885935,1009485279432986629,2020-08-25T06:02:04.000Z,retweet,False
