id,url_id,user_id,created_at,type,is_mention
1325976474596364288,None,None,2020-11-10T01:40:01.000Z,None,None
1325997462398660608,97708008,784034947766054913,2020-11-10T03:03:25.000Z,retweet,False
1325997576416600064,97708008,1188103492575080453,2020-11-10T03:03:52.000Z,retweet,False
1325997777080508419,97708008,2311319288,2020-11-10T03:04:40.000Z,retweet,False
1325998027870404612,97708008,822711883736068097,2020-11-10T03:05:40.000Z,retweet,False
1325998262793482243,97708008,3175423744,2020-11-10T03:06:36.000Z,retweet,False
1325998447053451266,None,None,2020-11-10T03:07:20.000Z,None,None
1325998729174933510,97708008,885580703542411266,2020-11-10T03:08:27.000Z,retweet,False
1325999758272581633,97708008,787753885,2020-11-10T03:12:32.000Z,retweet,False
1325999805378793472,None,None,2020-11-10T03:12:44.000Z,None,None
1326001489391677441,None,None,2020-11-10T03:19:25.000Z,None,None
1326003227477897216,97708008,1221427640546070528,2020-11-10T03:26:20.000Z,retweet,False
1326005775999791104,None,None,2020-11-10T03:36:27.000Z,None,None
1326006744049442816,97708008,503415347,2020-11-10T03:40:18.000Z,retweet,False
1325997355452215297,97708008,2506093578,2020-11-10T03:03:00.000Z,retweet,False
1326007147575058432,97708008,14453481,2020-11-10T03:41:54.000Z,retweet,False
1326007327229698049,97708008,792528728689635328,2020-11-10T03:42:37.000Z,retweet,False
1326008107160514562,97708008,2797781981,2020-11-10T03:45:43.000Z,retweet,False
1326008487613243397,97708008,2961545250,2020-11-10T03:47:14.000Z,retweet,False
1326009568200159233,None,None,2020-11-10T03:51:31.000Z,None,None
1326009762505392128,97708008,1195169212467048450,2020-11-10T03:52:18.000Z,retweet,False
1326012095264034816,None,None,2020-11-10T04:01:34.000Z,None,None
1326012297752567808,97708008,33191848,2020-11-10T04:02:22.000Z,retweet,False
1326013241559044096,97708008,761521174790545408,2020-11-10T04:06:07.000Z,retweet,False
1326016167606165505,97708008,15799237,2020-11-10T04:17:45.000Z,quote,False
1326016623422173184,None,None,2020-11-10T04:19:33.000Z,None,None
1326019665160757250,97708008,720692363539165184,2020-11-10T04:31:39.000Z,retweet,False
1326022534479941632,97708008,794219334247841792,2020-11-10T04:43:03.000Z,retweet,False
1326023309419540480,None,None,2020-11-10T04:46:07.000Z,None,None
1326007230303358976,97708008,750058381109436416,2020-11-10T03:42:14.000Z,retweet,False
1326023483940204544,97708008,1050122977889665038,2020-11-10T04:46:49.000Z,retweet,False
1325997290759180288,97708008,1270383518518882305,2020-11-10T03:02:44.000Z,retweet,False
1325996834691624962,97708008,25300494,2020-11-10T03:00:55.000Z,retweet,False
1325990633459212288,97708008,862353008,2020-11-10T02:36:17.000Z,retweet,False
1325990928004354048,97708008,2975144425,2020-11-10T02:37:27.000Z,retweet,False
1325991066739335170,97708008,793269629967826944,2020-11-10T02:38:00.000Z,retweet,False
1325991128676528129,97708008,16972803,2020-11-10T02:38:15.000Z,retweet,False
1325991230098952192,97708008,262522708,2020-11-10T02:38:39.000Z,retweet,False
