id,screen_name
55060090,realTuckFrumper
1148076650304696320,WillReyes7
310869407,FaiDidi
1115189750598598657,slapm11
1002289957925474306,CarolWh39009963
328234910,vgs1128
1135286631219552257,Cherokeelegs1
1860685033,24mileboy
898666754,gmearley
1122328449689931776,sparkles_aj
1537352035,Sheridan543
907971832413908993,karenfhy
1723750238,bunchums2003
4193973940,radboy56707729
1187157043725119488,CoconutPete68
856644879803338752,chezmoi54
1267415906910711808,person_state
1042556300641685504,eagan_willie
1198107689760411651,squidgopro
1068645080750325760,Campbel00904861
954878482890321920,KeeblrD
3365340173,honora_kathleen
989266619749683200,lanzetta_joan
1125814710,daddyjimyanks
4219660672,mimichard417
1226514996361867266,Lill81890225
843487579,mariatihui
874425833259192322,WolfyWpg
937709898720333824,hovde_david
869701324392112128,tosovopomo
4433926595,Frieda89869029
2203566064,Ripper77Jack
20691578,Democracy_DC
1210274185970237440,OwenORourke7
1165139537649164288,SunshineMorbid
3067238897,Horton47Robin
2760391485,MormilePhyllis
805918625106448384,scottstant
15416371,macterrell
151971243,pdq8ball
23294661,InnisfilPhil
1103379190504599557,WS57270049
1272206493836816384,carolynsudduth1
834152708852559872,mmilodmann
1082162612467650560,IzabellaKelly1
403727605,jcvol91
1147682328925356064,CynthiaSpotswo1
807288448117800962,furious_o_fart
1184593454485200897,AubinLeona
2873785138,shellie_michele
1258968923334037510,DemocracyRocks1
1061772164884520961,TammyJa58005315
1732482440,BruceElkwood
1108033147575455745,Alejo_CQ_
977388756,gdawgaz
897916274583457793,ChriatineW
2851021207,MertzJeff
2891726962,iam_sysop
2420981347,DVJohnsen
1447316588,Nancy31Suh
464301848,msnavlin
754455561417089024,MonicaRivpin
1137843045922148352,_perpetualennui
1213008922094661632,Lupe50017410
452663094,leanne_cali
2334125258,angelnanadonna
752537419841413120,46mingo
1193220740780318721,MonteKosmicki
1222359984756920321,Josh18487833
1267563367931281408,Myself38277047
1175479846320914432,RockettRoger
1008868556002545664,Wolfbane1946
4229242453,ronald_heine
887135536296734720,BillKirchmann
1253892943544381440,Sinati16
34698537,kenn264
30995325,ginniefoley
1267171535544029184,Stephlee19801
761749401937309696,JKevinKeil
794899933929218049,IamMegDunn
2287063508,ed_eldridge
1623569497,rock_all_u_got
1202603063233728517,Brian52504412
1245350259829719041,kingsnake24
521776435,Marknovakusa
15029604,Karma_Incarnate
15809298,jongovi
968981266665152512,Rickbluewave140
2750765796,ElizmcgoLiz
1267495998336782338,Highwayman987
16702966,anotherspaniel
1263382735,tkrus88
52362976,Papi_Chatnoir
39897583,star1965
715889915427422208,JohnHOtt301
1123217857,jean_monaghan
1270597789202944000,IsouPamela
159945009,wldhoughton
900872296440754176,PattiUSBLUE
1470975829,KampSteve
14792049,politicususa
733507384811921408,rscobe1920
66360919,nypapajoe
780523794502979584,AmyV333
32286534,cornelioadams
370329532,cathydee33
1132116026307489792,ThomasEPriceIII
1145879930779160576,Robertsixto2
2533382713,SuezWillson
914362089719734274,DebMcCormick5
15248337,rsh1996
2169137720,cspippin
1189968031096676353,NoNameCRlove
761104339259633665,DewDropInn222
802858010460753921,kastacherkim
843434629994635265,RyanJohncke
1003124977,CrimsonBlood81
858380932008378368,Rarefind212
1242145054581567489,susan69523119
1197653393335963648,KKM36460
19669366,bozzione
844258719449956352,James18880181
18434216,ManxMonear
768083372,jprah1
18085565,kleytoncooper
1199894983521779712,beverly_riffe
4188739815,Tanyachambers76
236180325,fdavisphaeton
1265313782,annie_horton50
1264710942870437892,RafaelAlamo15
1103023226907779073,MommaMaple
32602296,jamesszatkowski
29587915,jaholsman
2666961692,masteringVO
103041830,skyboy123
1028325486127144961,GluttenP
537755457,UK_BleedinBlue
131519765,xaipe3
36670168,pmon100987
16224540,RiseUpPeeps
1132994442145570817,Odie11716715
1082366870454501378,Victor27449515
154941779,MikeReeseM
1013232404771803138,FrieselRobert
570859259,somhrd50
258157364,Beakybasil
155816392,PeneCell
354615410,LonnieSchreiner
889900758040227840,DebraCaudill6
2580813590,ElaineNiddery
3749682733,Suzee5335
874102026132639744,Spike9151
16316179,cliffhangerCA
287591562,msdjb3
1146858584296296449,Bellemeade51
3346124609,C2_ShiningC
35922674,theseventhworm
48519328,SylvanusBCorey
828970771502530560,southpaw_GA
1687168237,Bozo_Texino
242414823,jebocanegra1
908364968579518465,spunkkee
17926184,bluebees
767862828,Wayke66
758454822622363652,larriandJ
1086830262498009089,Brucekeck5
1538708192,ClaudeRusswms
18291412,CoachBobTewsley
21399972,JuliaAdair
22368382,lawnav
27202261,Dushan41
16347604,cmcc1975
203611601,JoeKing3333
21207491,liberalgoddess
30119049,AMISTAD604
25843801,lau56
1247326673403510785,democracydefen3
25073877,realDonaldTrump
322354051,klkolz
238862918,RepublicanSwine
192024896,kevinfinch23
715901870,SnarkSansa
1217870931961335808,KJ96488243
1047994440470556672,salishsee58
859189043208355841,Lalagirl47
3251051382,MindfulWilliam
3083100851,jpeff1
31446654,anniegt
3031678131,ditchmitchffs
223065519,th3nn3ss
16672644,pjhnsn8
426153895,IBRustyJim
1188044619692564481,BetteWo67187229
379455482,acuithaca
1229873670279090177,BigbooteJan
1108416564238258176,VivaLaMaquis
1231716417151602688,GalipUlsoy
390986526,Bullgadash
57181256,AWiseLatina
738962621362118656,KnudsenColleen
12803152,RecoveringDJ
257223459,ThompsonToons
1068286402574483456,NWSentinel2
89311076,leokevinc
934680902726062081,LisaKeel9
22874501,hbanter
2324917394,MeloniaSherban
20778886,mimilu
202892876,paddlingfrog
25571455,DidiM47
1257516117976772609,bbyfacedork
1151745624678621184,Stardustraven2
23429613,faewings
1518019460,deskspud
1128754040861380608,GaryNordstrom4
1197760043338227712,dame_keep
2300454984,CosmoKatz69
2946543746,FolkiKaren
4138851531,FredFriendly7
34553489,redot2005
2788398650,khankiso
1054512611616792577,Wildman41139596
52544275,IvankaTrump
39349894,EricTrump
39344374,DonaldJTrumpJr
11134252,GOP
801659156776308740,JaredKushner_
818876014390603776,FLOTUS
818910970567344128,VP
822215673812119553,WhiteHouse
822215679726100480,POTUS
145862955,Catlady628
902732294,cscarroll2
3192532348,LuluGrWa
1082467033206337536,KINGTRUMPUSLIAR
14464980,DelaneyKirk
311523283,tjconkster
110593206,SpeediMart
16711026,Politics_PR
1083938194159153152,Angelamartin916
715617989656051712,RWTrollPatrol
32418641,jordanay2008
1239920249123876865,toml618
3038389152,justabadazz
24329569,djradar
30031958,Ken__Champion
1633580522,FenteBrothers
5749002,jsundmanus
1692023594,kosmokittie
33666410,LindaBRose
23927180,lizmcshane
33986151,ButterFlyGirlFl
325065724,pmccabe33
840239615273459712,DianaSc99717236
78962736,KAYLEEBURRIS
23112597,Rob_Barnett
438592195,RodgerThorndyke
4481716340,GuySouthaustin
825369161668759552,mrspanhead
4294243872,HarryJoebanks34
2889235929,Deecee110Gmail
26554804,lisekimhorton
2805745335,AMagidB
785856656529686528,ukexpat19
914917210342047744,DavidSchmalenb1
1026688672769486848,JeffCrowder16
854861384445816832,KIM4erteach
292929271,charliekirk11
1232551240283889666,PurcellLove
1074480192,SenTedCruz
803987366595723264,TX_Vet1
49172121,taichinow
36509133,MzzChocolate
19677343,ILSenDems
2200336116,debbielala58
109430207,mercenarygraphi
2806401676,windsun33
23272136,Janalaine1
716905889,buddy_dek
1032245096694128641,suewill61004956
135864208,pas5974
212549215,SpencerMagne
750997817947197440,msnaydani
135302285,SamWWilliams
2173135652,PapaESoCo
1207824471161278465,ant_mom
3112221568,audreyameilia
2746202489,lib58
519728191,JSavoly
354523574,DarrellPMWest
825128396690710530,Cbd14038450
44537636,fdjordanjr
12480192,serenity22
244339171,JC24780030
823097059188310016,RuedGestures
1101237231187046401,TekStol
291240985,QueenPhillippa
2950306658,chavezglen1755
3221818159,AmazonianGal127
31000144,MpoppEileen
2792290323,18TruckaMan
23386530,rini6
1009515484990050304,GrandmaShark18
279358548,keriRN
17685258,parscale
23673826,RubyAndrewsU2
86132900,winelover51
14344823,SenateGOP
15207668,HouseGOP
822127086194348032,SecondLady
59596009,Robnnet
18849779,Zenman1550
72552866,USRealityCheck
57774733,mvario1
21051380,KevinMcshea
2149877634,LeeMadden001
357331066,WaterSolarWind
2743170675,coexist316
38330635,plantperson1
1205444630067793920,Richard46792154
756707037078233088,ThomasEBrown3
836993627838644225,LouisLoukmh
367904905,MizCoretta
792164157743177728,Uncle_Mau_
3311760296,bouquetofkisses
716072847622414336,StayHopeful16
2364416888,Tactical5x5
850352048994476032,GregJon27277299
481545248,INTLmischief
735832062,BakerHugh
888203628451966976,egonz2112
108733822,votematters2020
541316442,TimothyFranzen
