id,url_id,user_id,created_at,type,is_mention
1308846946950488069,None,None,2020-09-23T19:13:24.000Z,None,None
1309068677791322113,83144581,1299703769307938818,2020-09-24T09:54:28.000Z,retweet,False
1309068005788315649,83144581,994006286873387008,2020-09-24T09:51:48.000Z,retweet,False
1309067261374869506,83144581,162015939,2020-09-24T09:48:51.000Z,retweet,False
1309066926568730625,83144581,1196423560237068289,2020-09-24T09:47:31.000Z,retweet,False
1309066754103160836,83144581,1301002677883727874,2020-09-24T09:46:50.000Z,retweet,False
1309066406013612034,83144581,546938667,2020-09-24T09:45:27.000Z,retweet,False
1309066323872358400,83144581,815290477486346240,2020-09-24T09:45:07.000Z,retweet,False
1309069260275224582,83144581,1337075100,2020-09-24T09:56:47.000Z,retweet,False
1309066130020073472,83144581,409430647,2020-09-24T09:44:21.000Z,retweet,False
1309065769439944705,83144581,803936745884676096,2020-09-24T09:42:55.000Z,retweet,False
1309065603731333126,83144581,960925142347141121,2020-09-24T09:42:15.000Z,retweet,False
1309065182409351171,83144581,838929288783069184,2020-09-24T09:40:35.000Z,retweet,False
1309064584486158338,83144581,637388185,2020-09-24T09:38:12.000Z,retweet,False
1309063610124075009,83144581,2590174267,2020-09-24T09:34:20.000Z,retweet,False
1309063052860559365,83144581,877504684080103428,2020-09-24T09:32:07.000Z,retweet,False
1309062019698634755,83144581,1122684209074769920,2020-09-24T09:28:01.000Z,retweet,False
1309066126937198594,83144581,28269648,2020-09-24T09:44:20.000Z,retweet,False
1309069418090160129,83144581,845579243149017088,2020-09-24T09:57:25.000Z,retweet,False
1309070592503615489,83144581,954846333852114944,2020-09-24T10:02:05.000Z,retweet,False
1309071182302502922,83144581,2401827770,2020-09-24T10:04:25.000Z,retweet,False
1309077374319943680,83144581,53071442,2020-09-24T10:29:02.000Z,retweet,False
1309076652274708480,83144581,1308066345993502721,2020-09-24T10:26:10.000Z,retweet,False
1309076481570635778,83144581,43234626,2020-09-24T10:25:29.000Z,retweet,False
1309076226074697735,83144581,2841714842,2020-09-24T10:24:28.000Z,retweet,False
1309076165894828041,83144581,1893641936,2020-09-24T10:24:14.000Z,quote,False
1309076027910631424,83144581,770731290891022340,2020-09-24T10:23:41.000Z,retweet,False
1309075676159447040,83144581,1285333119621632000,2020-09-24T10:22:17.000Z,retweet,False
1309075560048492545,83144581,57474147,2020-09-24T10:21:49.000Z,retweet,False
1309074890243350528,83144581,798932623452151813,2020-09-24T10:19:09.000Z,retweet,False
1309074858026901506,83144581,3704721,2020-09-24T10:19:02.000Z,retweet,False
1309074387581177862,83144581,371072641,2020-09-24T10:17:10.000Z,retweet,False
1309074342861516800,83144581,25992933,2020-09-24T10:16:59.000Z,retweet,False
1309073998530129920,83144581,930683335,2020-09-24T10:15:37.000Z,retweet,False
1309073547034230787,83144581,1185682776651128832,2020-09-24T10:13:49.000Z,retweet,False
1309073434132054020,83144581,225083127,2020-09-24T10:13:22.000Z,retweet,False
1309073307178852352,83144581,2302461219,2020-09-24T10:12:52.000Z,retweet,False
1309072588220620802,83144581,4864961020,2020-09-24T10:10:01.000Z,retweet,False
1309061693872443393,83144581,51116087,2020-09-24T09:26:43.000Z,retweet,False
1309078285335265282,None,None,2020-09-24T10:32:39.000Z,None,None
1309060944740446208,83144581,758862971770593280,2020-09-24T09:23:45.000Z,retweet,False
1309058708488552450,83144581,1221417391906787333,2020-09-24T09:14:51.000Z,retweet,False
1309032412098240514,83144581,128457263,2020-09-24T07:30:22.000Z,retweet,False
1309032366996889602,83144581,2184866269,2020-09-24T07:30:11.000Z,retweet,False
1309032082702766087,83144581,864638312,2020-09-24T07:29:03.000Z,retweet,False
1309031818147106816,83144581,1261266657118388224,2020-09-24T07:28:00.000Z,retweet,False
1309031410225819651,83144581,809955322320199680,2020-09-24T07:26:23.000Z,retweet,False
1309031267397259265,83144581,973013557297082368,2020-09-24T07:25:49.000Z,retweet,False
1309031076187312135,83144581,1101420988296716288,2020-09-24T07:25:03.000Z,retweet,False
1309032481937666055,83144581,742401891837968384,2020-09-24T07:30:38.000Z,retweet,False
1309031028716171264,83144581,1092571279469637632,2020-09-24T07:24:52.000Z,retweet,False
1309030484333166592,83144581,746824668720488448,2020-09-24T07:22:42.000Z,retweet,False
1309030379836375040,83144581,739284420692213760,2020-09-24T07:22:17.000Z,retweet,False
1309029937744142341,83144581,1244126536640409605,2020-09-24T07:20:32.000Z,retweet,False
1309029359206965256,83144581,109418419,2020-09-24T07:18:14.000Z,retweet,False
1309029318635458560,83144581,823961264988618752,2020-09-24T07:18:04.000Z,retweet,False
1309029299035549698,83144581,1126622894996504576,2020-09-24T07:18:00.000Z,retweet,False
1309028795018620931,83144581,877680474,2020-09-24T07:15:59.000Z,retweet,False
1309030787157762049,83144581,1130260076055453696,2020-09-24T07:23:54.000Z,retweet,False
1309032939288768513,83144581,21743407,2020-09-24T07:32:28.000Z,retweet,False
1309033376133808130,83144581,371885781,2020-09-24T07:34:12.000Z,retweet,False
1309034727521878016,83144581,1277272318851645440,2020-09-24T07:39:34.000Z,retweet,False
1309058686787244034,83144581,55238383,2020-09-24T09:14:46.000Z,retweet,False
