,id,title,date_published,which_half,url,domain,num_tweets,score,site_type,num_peaks,active_days,lifespan,active_ratio
3513,2168163,Detroit Absentee Ballot Counting Chaos Blocked Windows and Observers,2020-11-04 22:30:58+00:00,2,https://www.breitbart.com/politics/2020/11/04/watch-detroit-absentee-ballot-counting-chaos-as-workers-block-windows-bar-observers/amp/?__twitter_impression=true&s=09,breitbart.com,85405,101.4460372925,claim,1,24,24,1.0
3516,2167823,WATCH: Workers Now Covering the Windows at Detroit’s Absentee Ballot Counting Center,2020-11-04 20:48:41+00:00,2,https://www.thegatewaypundit.com/2020/11/watch-workers-now-covering-windows-detroits-absentee-ballot-counting-center/,thegatewaypundit.com,2474,100.96334838870001,claim,1,6,6,1.0
3518,2171364,Hawley: Congress Must Act 'Immediately' to Ban Ballot Harvesting,2020-11-06 03:50:18+00:00,2,https://www.breitbart.com/clips/2020/11/05/hawley-congress-must-act-immediately-to-ban-ballot-harvesting/amp/,breitbart.com,1664,93.9474868774,claim,1,8,8,1.0
3519,2167121,Miracle: Ballot Counter Turns 5 Biden Votes Into 5000,2020-11-04 16:31:10+00:00,2,https://babylonbee.com/news/miracle-ballot-counter-turns-5-votes-for-biden-into-5000,babylonbee.com,1184,109.24061584469999,claim,1,13,20,0.65
3520,2165413,WTH? Unidentified Civilian is Filmed Taking Official Ballot Box Away from Philly Polling Place - Stuffing it in his Car,2020-11-03 22:23:19+00:00,2,https://www.thegatewaypundit.com/2020/11/wth-unidentified-civilian-filmed-taking-official-ballot-box-away-polling-place-stuffing-car/,thegatewaypundit.com,1163,89.1741867065,claim,1,3,3,1.0
3521,2166958,Trump: 'Surprise Ballot Dumps' Behind Lead Changes,2020-11-04 15:15:35+00:00,2,https://www.zerohedge.com/political/trump-surprise-ballot-dumps-behind-lead-changes,zerohedge.com,973,116.81754302979999,claim,1,5,8,0.625
3523,2168288,Detroit Ballot-Counters Board Up Windows Block Republican Poll-Watchers,2020-11-04 23:41:05+00:00,2,https://www.zerohedge.com/political/detroit-ballot-counters-board-windows-block-republican-poll-watchers,zerohedge.com,592,91.07869720459999,claim,1,14,24,0.5833333333333334
3524,2172467,GOP Expert Describes Plan to Reveal Ballot Fraud,2020-11-06 17:00:35+00:00,2,https://www.breitbart.com/2020-election/2020/11/06/gop-expert-describes-plan-to-reveal-ballot-fraud/amp/?__twitter_impression=true,breitbart.com,584,91.4205703735,claim,1,4,5,0.8
3525,2168299,No President Trump ‘ballot dumps’ in key states were not a magical surprise,2020-11-04 05:00:00+00:00,2,https://www.politifact.com/factchecks/2020/nov/04/donald-trump/no-president-trump-ballot-dumps-key-states-were-no/?fbclid=IwAR1z772u1J43LP-BbxBwiUou72v7KDSodnNkQFfWmH6DYGKZdoExGqJ3Z5Y,politifact.com,368,88.98133850100001,fact_checking,1,13,22,0.5909090909090909
3526,2170240,Report: Mail-in Ballot Count 'Halted' in Philadelphia as Democrats Challenge Court Order,2020-11-05 19:27:59+00:00,2,https://www.breitbart.com/politics/2020/11/05/report-mail-in-ballot-count-halted-in-philadelphia-as-democrats-challenge-court-order-allowing-gop-observers/amp/?__twitter_impression=true,breitbart.com,306,97.0120925903,claim,1,4,4,1.0
3527,2158016,‘Ballot Chaser’ Boasts She Got $55000 To Flip 5000 Votes For Biden (Video),2020-10-31 14:53:13+00:00,2,https://www.dcclothesline.com/2020/10/31/ballot-chaser-boasts-she-got-55000-to-flip-5000-votes-for-biden-video/,dcclothesline.com,209,94.6727218628,claim,1,6,8,0.75
3613,2176377,Investigators Dispatched After Fulton County Discovers 'Issue' with Ballot Reporting,2020-11-08 16:45:42+00:00,2,https://www.breitbart.com/2020-election/2020/11/08/investigators-dispatched-after-fulton-county-discovers-issue-ballot-reporting/amp/?__twitter_impression=true,breitbart.com,119619,99.7853240967,claim,2,20,20,1.0
3615,2178210,It Defies Logic: Scientist Finds Telltale Signs Of Election Fraud After Analyzing Mail-In Ballot Data,2020-11-09 16:26:31+00:00,2,https://www.zerohedge.com/political/it-defies-logic-scientist-finds-telltale-signs-election-fraud-after-analyzing-mail-ballot,zerohedge.com,6261,100.0595245361,claim,1,19,19,1.0
3621,2181606,Woman Who Voted For Trump In Texas Shocked To Find She Also 'Voted' Via Mail-In-Ballot In California,2020-11-10 21:49:15+00:00,2,https://www.zerohedge.com/political/woman-who-voted-trump-texas-shocked-find-she-also-voted-mail-ballot-california,zerohedge.com,1675,79.83155059810001,claim,1,4,5,0.8
3622,2182082,They Were Grilling The Hell Out Of Me: USPS Whistleblower Stands By Backdated Ballot Claim After WaPo Says He Recanted,2020-11-11 01:27:35+00:00,2,https://www.zerohedge.com/political/they-were-grilling-hell-out-me-usps-whistleblower-stands-backdated-ballot-claim-after,zerohedge.com,1395,70.0782623291,claim,1,7,8,0.875
3624,2180942,Ten Attorneys General Join Supreme Court Case Against Pennsylvania Mail-In Ballot Deadline,2020-11-10 18:00:38+00:00,2,https://www.zerohedge.com/political/ten-attorneys-general-join-supreme-court-case-against-pennsylvania-mail-ballot-deadline,zerohedge.com,1272,76.70444488529999,claim,1,10,18,0.5555555555555556
3626,2179343,Ken Starr: PA Mail-in Ballot Extension a 'Constitutional Travesty',2020-11-09 23:40:02+00:00,2,https://www.breitbart.com/clips/2020/11/09/ken-starr-pennsylvania-mail-in-ballot-extension-a-constitutional-travesty/amp/?__twitter_impression=true,breitbart.com,821,103.84036254879999,claim,1,19,19,1.0
3627,2186949,Trump Attorney Lin Wood: Chinese Communists Used Computer Fraud and Mail Ballot Fraud to Interfere with Our National Election,2020-11-13 01:53:13+00:00,2,https://www.thegatewaypundit.com/2020/11/trump-attorney-lin-wood-chinese-communists-used-computer-fraud-mail-ballot-fraud-interfere-national-election/?ff_campaign=websitesharingbuttons&ff_source=Twitter,thegatewaypundit.com,631,71.4204711914,claim,1,5,9,0.5555555555555556
3628,2176675,Ballot Clerks in Wisconsin Allegedly Added Witness Statements To Thousands of Invalid Ballots,2020-11-08 05:00:00+00:00,2,https://redstate.com/scotthounsell/2020/11/08/ballot-clerks-in-wisconsin-allegedly-added-witness-statements-to-thousands-of-invalid-ballots-n276848?fbclid=IwAR2ByhaEYgfs7QaEFFpLsSLIbztm0J2a7gUbXrYG1dVt5H3ulWFoK_gu9bg,redstate.com,546,85.82553863529999,claim,1,9,20,0.45
3629,2189150,MICHIGAN WITNESS and Former State Senator Witnessed Early Morning Ballot Dump of 61 Boxes at TCF Center (Video),2020-11-13 23:48:44+00:00,2,https://www.thegatewaypundit.com/2020/11/michigan-witness-former-state-senator-witnessed-early-morning-ballot-dump-61-boxes-tcf-center-video/,thegatewaypundit.com,544,75.88753509520001,claim,1,6,9,0.6666666666666666
3630,2179900,Local Republican Party Publishes Photos of Ballot Printers and Voting Machines Left Unattended In Maricopa,2020-11-10 05:51:10+00:00,2,https://www.thegatewaypundit.com/2020/11/local-republican-party-publishes-photos-ballot-printers-voting-machines-left-unattended-maricopa/?ff_campaign=websitesharingbuttons&ff_source=Twitter,thegatewaypundit.com,537,90.69379425049999,claim,1,4,5,0.8
3631,2180727,Rep. Doug Collins Demands 'Full Hand-Count of Every Ballot Cast' in Georgia,2020-11-10 16:45:43+00:00,2,https://www.breitbart.com/politics/2020/11/10/rep-doug-collins-demands-georgia-secretary-of-state-announce-a-full-hand-count-of-every-ballot-cast/,breitbart.com,529,95.665512085,claim,1,3,3,1.0
3632,2184386,Biden's Lead in Arizona Cut to 12828 After Latest Ballot Dump Favors President Trump,2020-11-12 00:06:29+00:00,2,https://www.thegatewaypundit.com/2020/11/bidens-lead-arizona-cut-12828-latest-ballot-dump-favors-president-trump/,thegatewaypundit.com,522,96.36429595950001,claim,1,2,13,0.15384615384615385
3633,2179308,Trump Campaign Launches Another Lawsuit In Pennsylvania Over Ballot ‘Curing’ — Here’s What You Need To Know,2020-11-09 05:00:00+00:00,2,https://dailycaller.com/2020/11/09/trump-campaign-lawsuit-pennsylvania-ballot-curing/,dailycaller.com,503,81.5997543335,claim,1,3,9,0.3333333333333333
3634,2180991,Josh Hawley Proposes to Ban Ballot Harvesting Secure Elections,2020-11-10 18:26:30+00:00,2,https://www.breitbart.com/2020-election/2020/11/10/josh-hawley-proposes-ban-ballot-harvesting-secure-elections/?fbclid=IwAR0e44tVQME2aDP_yPUnoVqr5nw9YoGcepUl2Za6AWXo-Ij7s-CYQSz9EhM,breitbart.com,445,106.1172180176,claim,1,6,10,0.6
3635,2176148,Georgia Officials Caught Handing Over Ballots to Far Left Groups Linked to Hillary Clinton to Ballot Harvest for Joe Biden,2020-11-08 14:21:38+00:00,2,https://www.thegatewaypundit.com/2020/11/georgia-officials-caught-handing-ballots-far-left-groups-linked-hillary-clinton-ballot-harvest-joe-biden/,thegatewaypundit.com,370,74.9577331543,claim,1,5,7,0.7142857142857143
3637,2189841,Right-wing Project Veritas could face legal liability for postal worker’s ballot fraud allegations: experts,2020-11-14 13:37:36+00:00,2,https://www.rawstory.com/2020/11/right-wing-project-veritas-could-face-legal-liability-for-postal-workers-ballot-fraud-allegations-experts/,rawstory.com,349,75.32656860350001,claim,0,1,1,1.0
3638,2179806,Biden's Lead in Arizona Shrinks After Latest Ballot Dump Out of Maricopa County Favors President Trump,2020-11-10 04:08:55+00:00,2,https://www.thegatewaypundit.com/2020/11/bidens-lead-arizona-shrinks-latest-ballot-dump-maricopa-county-favors-president-trump/,thegatewaypundit.com,341,79.4980010986,claim,1,3,14,0.21428571428571427
3639,2179541,"Ken Starr: Pennsylvania Ballot Extension A ""Constitutional Travesty""",2020-11-10 01:40:15+00:00,2,https://www.zerohedge.com/political/ken-starr-pennsylvania-ballot-extension-constitutional-travesty,zerohedge.com,255,96.95909118649999,claim,1,3,7,0.42857142857142855
3717,2192163,Abrams: 600000 Georgians Have Requested Mail Ballots for Runoff,2020-11-16 00:27:35+00:00,2,https://www.breitbart.com/politics/2020/11/15/stacey-abrams-more-than-600000-georgians-already-requested-mail-ballots-for-runoff-election/?fbclid=IwAR2Rmevszx519hUUbHtWV-BOmHVlW5VRykymD80ickw242YLYbeEq8kmV0g,breitbart.com,1894,9.437334060700001,claim,2,9,12,0.75
3722,2194413,WE CAUGHT THEM! Part 5: In Competitive States Once Biden Gained the Lead with MASSIVE Vote Dumps The Remainder of Votes All Possessed Same Biden to Trump Vote Ratio — THIS IS INCONCEIVABLE!,2020-11-17 02:22:05+00:00,2,https://www.thegatewaypundit.com/2020/11/caught-part-5-competitive-states-biden-gained-lead-massive-vote-dumps-remainder-votes-possessed-biden-trump-vote-ratio-inconceivable/?fbclid=IwAR2eLTVnsl57X-SwhClZljxedYUMVWXAkB8H8BkQqBwLg1ph6tNdDpKdE8U,thegatewaypundit.com,644,7.8446698189,claim,1,6,9,0.6666666666666666
3723,2194239,BREAKING: Oh Looky Here - Recount In Georgia Discovers Thousands of Uncounted Votes,2020-11-16 05:00:00+00:00,2,https://redstate.com/nick-arama/2020/11/16/280804-n280804,redstate.com,572,8.740231514,claim,1,4,5,0.8
3724,2198381,Lin Wood bombshell: 'Irrefutable evidence' of fraud in Georgia recount,2020-11-19 01:40:40+00:00,2,https://www.wnd.com/2020/11/lin-wood-bombshell-irrefutable-evidence-fraud-georgia-recount/,wnd.com,560,8.3104820251,claim,1,6,8,0.75
3725,2193607,Trump Lawyer Tweets Article Alleging Philly Mob Boss May Reveal How They Stole The Election In Exchange For Full Expungement Of His Criminal Record,2020-11-16 19:58:26+00:00,2,https://www.thegatewaypundit.com/2020/11/trump-lawyer-tweets-article-alleging-philly-mob-boss-may-reveal-stole-election-exchange-full-expungement-criminal-record/?ff_campaign=dailypm&ff_content=daily&ff_medium=the-gateway-pundit&ff_source=Email,thegatewaypundit.com,551,7.9312934875,claim,1,5,7,0.7142857142857143
3726,2194204,Gateway Pundit Asks DOJ to Investigate Michigan Attorney General's Suppression of Voter Fraud News,2020-11-17 00:05:23+00:00,2,https://www.thegatewaypundit.com/2020/11/gateway-pundit-asks-doj-investigate-michigan-attorney-generals-suppression-voter-fraud-news/,thegatewaypundit.com,456,10.0835456848,claim,1,4,9,0.4444444444444444
3727,2194422,2600 uncounted ballots from pro-Trump county discovered during Georgia recount,2020-11-17 02:30:00+00:00,2,https://www.theblaze.com/news/2600-uncounted-ballots-georgia-found,theblaze.com,434,9.4365844727,claim,1,3,3,1.0
3729,2198240,Pennsylvania Supreme Court Agrees To Hear Trump Claims Over Invalid Ballots,2020-11-18 19:45:00+00:00,2,https://www.zerohedge.com/political/pennsylvania-supreme-court-agrees-hear-trump-claims-over-invalid-ballots,zerohedge.com,341,9.0857658386,claim,1,2,2,1.0
