,id,title,date_published,which_half,url,domain,num_tweets,score,site_type,num_peaks,active_days,lifespan,active_ratio
2721,2015016,Judge Rules 50000 Iowa Absentee Ballot Applications Invalid,2020-08-28 04:00:00+00:00,2,https://pjmedia.com/election/rick-moran/2020/08/28/judge-rules-50000-iowa-absentee-ballot-applications-invalid-n862502,pjmedia.com,304,104.59680175780001,claim,1,10,72,0.1388888888888889
2722,2027792,For the second day in a row Trump tells voters to commit fraud – a felony – by voting twice,2020-09-03 15:53:25+00:00,2,https://www.rawstory.com/2020/09/for-the-second-day-in-a-row-trump-tells-voters-to-commit-fraud-a-felony-by-voting-twice/,rawstory.com,244,21.1044616699,claim,1,6,33,0.18181818181818182
2723,2018629,Judge Sides With Trump Campaign Voids 50000 Absentee Ballot Requests In Iowa County,2020-08-30 17:21:36+00:00,2,https://www.zerohedge.com/political/judge-sides-trump-campaign-voids-50000-absentee-ballot-requests-iowa-county,zerohedge.com,242,86.89785766600001,claim,1,3,3,1.0
2724,2014674,Judge Orders An Iowa County To Invalidate 50000 Absentee Ballot Requests,2020-08-28 04:00:00+00:00,2,https://amp.dailycaller.com/2020/08/28/judge-rejects-50000-absentee-ballot-requests-pre-filled-trump-campaign-sued?__twitter_impression=true,dailycaller.com,229,88.9336624146,claim,1,7,31,0.22580645161290322
2725,2021310,Democrat Operative Claims He Was Involved In Massive Mail-In Voting Fraud For Decades,2020-08-31 21:34:48+00:00,2,https://thepoliticalinsider.com/democrat-operative-claims-he-was-involved-in-massive-mail-in-voting-fraud-for-decades/?fbclid=IwAR37M5_mMJWhBfO5XVnLw7sKk-kyipUez4OQdC51EkRtWzSCFWDtYXyGe7Y,thepoliticalinsider.com,206,9.580488205,claim,1,14,85,0.16470588235294117
2731,2029087,Did Trump Tell People To Vote Twice?,2020-09-03 23:39:03+00:00,2,https://www.snopes.com/fact-check/trump-vote-twice-north-carolina/,snopes.com,136,9.9621734619,fact_checking,0,32,72,0.4444444444444444
2738,2028485,Mail-in Voting Envelopes Don’t Reveal Party During General Election,2020-09-03 04:00:00+00:00,2,https://www.factcheck.org/2020/09/mail-in-voting-envelopes-dont-reveal-party-during-general-election/,factcheck.org,51,9.9621734619,fact_checking,0,18,80,0.225
2813,2038088,GA Sec of State: 58% of Double Voters in June Primary Were Democrats,2020-09-08 19:33:21+00:00,2,https://www.breitbart.com/politics/2020/09/08/georgia-secretary-of-state-58-of-double-voters-in-june-primary-were-democrats/?fbclid=IwAR2R8069FGeptzg_b90VS7I96TpuEMu08AjcHki_v3x7tawxAQ8zWzYqPrI,breitbart.com,1364,8.7677841187,claim,1,8,22,0.36363636363636365
2814,2045153,175000 Pennsylvania Democrats Who Didn’t Vote In 2016 Request Ballots In 2020,2020-09-11 04:00:00+00:00,2,https://www.politicususa.com/2020/09/11/pennsylvania-voting-ballot-requests.html,politicususa.com,308,41.1011428833,claim,1,4,6,0.6666666666666666
2815,2044692,Texas Appeals Court Rejects Democrats Push To Expand Mail-In Voting,2020-09-11 04:00:00+00:00,2,https://dailycaller.com/2020/09/11/texas-circuit-court-appeals-democrats-mail-in-voting-age-requirement-rejected/?pnespid=jbNqsepGBQWN0T3.Vg5P6A7BOc1kYTJQBmXxBue8,dailycaller.com,287,9.3339834213,claim,1,4,5,0.8
2816,2035376,Far Left Michigan Secretary of State Announces Michigan Will Not Have Results on Election Night - May Take A WEEK to Count All Votes! (Video),2020-09-07 14:27:31+00:00,2,https://www.thegatewaypundit.com/2020/09/far-left-michigan-secretary-state-announces-michigan-will-not-results-election-night-may-take-week-count-votes-video/,thegatewaypundit.com,241,26.1421031952,claim,1,7,37,0.1891891891891892
2829,2042657,Trump’s misleading claim about 'unsolicited' mail ballots,2020-09-10 04:00:00+00:00,2,https://www.politifact.com/factchecks/2020/sep/10/donald-trump/trumps-misleading-claim-about-unsolicited-mail-bal/,politifact.com,72,10.0928497314,fact_checking,0,19,73,0.2602739726027397
2913,2060981,Michigan Joins Pennsylvania - Will Accept Late Ballots for 14 Days After Election and Ballot Harvesting,2020-09-18 18:24:19+00:00,2,https://www.thegatewaypundit.com/2020/09/michigan-joins-pennsylvania-will-accept-late-ballots-14-days-election-will-allow-ballot-harvesting/,thegatewaypundit.com,4202,96.4386978149,claim,1,9,17,0.5294117647058824
2914,2062794,Report Finds Nearly 350000 Dead Voters Still on Rolls,2020-09-19 15:32:05+00:00,2,https://www.breitbart.com/politics/2020/09/19/report-finds-nearly-350000-dead-voters-still-on-rolls-double-voters-casting-multiple-ballots/,breitbart.com,2410,21.0422649384,claim,1,21,51,0.4117647058823529
2915,2061297,Tulsi Gabbard Proposes Plan to Ban Ballot Harvesting for 2020 Election,2020-09-18 20:03:43+00:00,2,https://www.breitbart.com/politics/2020/09/18/tulsi-gabbard-proposes-plan-to-ban-ballot-harvesting-for-2020-election/?__twitter_impression=true,breitbart.com,1764,103.625328064,claim,2,13,20,0.65
2916,2058572,PA Supreme Court Sides with Dems: Mail-In Ballot Deadline 3 Days After Election,2020-09-17 19:00:40+00:00,2,https://www.breitbart.com/politics/2020/09/17/pennsylvania-supreme-court-sides-with-democrats-mail-in-ballot-deadline-extended-3-days-after-election/,breitbart.com,977,80.8778839111,claim,1,6,8,0.75
2917,2060668,Michigan Judge Extends Deadline 2 Weeks for Mail-in Ballots Postmarked by November 2,2020-09-18 16:28:49+00:00,2,https://www.breitbart.com/politics/2020/09/18/michigan-judge-extends-deadline-two-weeks-mail-in-ballots-postmarked-november-2/,breitbart.com,876,10.1760549545,claim,1,10,54,0.18518518518518517
2918,2050355,Joe Biden Avoids Vote-by-Mail Casts Ballot In-Person,2020-09-14 16:45:12+00:00,2,https://www.breitbart.com/politics/2020/09/14/joe-biden-avoids-vote-by-mail-casts-ballot-in-person/,breitbart.com,685,106.1528930664,claim,1,3,19,0.15789473684210525
2919,2061556,Michigan Allows 'Ballot Harvesting' for More than Four Days,2020-09-18 22:20:09+00:00,2,https://www.breitbart.com/2020-election/2020/09/18/michigan-allows-ballot-harvesting-for-more-than-four-days/amp/,breitbart.com,473,107.33143615719999,claim,1,11,58,0.1896551724137931
2920,2058389,Trump May Have Just Lost Pennsylvania As Supreme Court Extends Ballot Deadline,2020-09-17 04:00:00+00:00,2,https://www.politicususa.com/2020/09/17/trump-pennsylvania-ballot-deadline.html,politicususa.com,392,89.4850616455,claim,1,3,3,1.0
2922,2059152,6 Ways Mail-In Ballots Are Protected from Fraud,2020-09-17 04:00:00+00:00,2,https://www.snopes.com/news/2020/09/17/6-ways-mail-in-ballots-are-protected-from-fraud/?fbclid=IwAR3uhpSWtt3FDCbkuqJuNbGQXSuX7Qomf7r_2BC3L7N8ZupSNY2c8DsdLEo,snopes.com,272,9.9916067123,fact_checking,1,24,66,0.36363636363636365
3015,2076703,Democrat Primary: Arrests Made in Illegal Ballot Harvesting Scheme,2020-09-25 13:45:31+00:00,2,https://www.breitbart.com/politics/2020/09/25/democrat-primary-arrests-made-in-illegal-ballot-harvesting-scheme/?fbclid=IwAR106ihytqUz4DtBakg_vjEEw1BnAUmo3ctbTXzo5OxZUGK8tD3JRX1LS80,breitbart.com,1603,107.846824646,claim,2,27,53,0.5094339622641509
3016,2077357,Good News: GOP to Challenge Pennsylvania's Mail-in Voting Rulings in Supreme Court,2020-09-25 17:45:58+00:00,2,https://www.thegatewaypundit.com/2020/09/good-news-gop-challenge-pennsylvanias-mail-voting-rulings-supreme-court/?ff_campaign=websitesharingbuttons&ff_source=Twitter,thegatewaypundit.com,1410,19.755821228,claim,1,4,4,1.0
3017,2072398,Minnesota Sued for Allowing Ballots 8 Days After Election With No Postmark,2020-09-23 19:05:22+00:00,2,https://freebeacon.com/2020-election/minnesota-sued-over-mail-in-ballot-ruling/?fbclid=IwAR3KwyPzzx8laIF830WaV6liMi8BRTsG8MVso9mGjqP7vDewDTFd45Xitgc,freebeacon.com,1321,38.32837677,claim,1,13,51,0.2549019607843137
3018,2077680,Virginia: 1000+ Voters Receive Two Absentee Ballots,2020-09-25 19:37:25+00:00,2,https://www.breitbart.com/2020-election/2020/09/25/virginia-1000-voters-receive-two-absentee-ballots/?fbclid=IwAR3rsEDdleSjbmnJ9Lzij2AdPT5xdnYvfDL18yXfYv_EWBZs994IZIi68bU,breitbart.com,1243,28.3854789734,claim,1,11,58,0.1896551724137931
3019,2075712,‘Organized Election Fraud’: 4 People Including Texas County Commissioner Charged In Mail Ballot Fraud Scheme,2020-09-24 04:00:00+00:00,2,https://dailycaller.com/2020/09/24/texas-attorney-general-mail-in-ballot-election-fraud/,dailycaller.com,863,96.98899841309999,claim,1,16,47,0.3404255319148936
3020,2081222,Federal judge halts Trump administration trying to tamper with New Jersey ballot mail delivery,2020-09-27 20:50:01+00:00,2,https://www.rawstory.com/2020/09/federal-judge-halts-trump-administration-trying-to-tamper-with-ballot-mail-delivery/,rawstory.com,679,77.5040283203,claim,1,2,2,1.0
3021,2075307,Three Trays Of Mail Including Absentee Ballots Found In Wisconsin Ditch,2020-09-24 04:00:00+00:00,2,https://dailycaller.com/2020/09/24/wisconsin-mail-in-voting-absentee-ballot-usps-election/,dailycaller.com,614,38.1992492676,claim,1,7,43,0.16279069767441862
3022,2069764,BREAKING: North Carolina Joins Michigan and Pennsylvania - Will Accept Late Ballots For 9 Days After Election and Ballot Harvesting,2020-09-22 19:55:01+00:00,2,https://www.thegatewaypundit.com/2020/09/breaking-north-carolina-joins-michigan-pennsylvania-will-accept-late-ballots-9-days-election-ballot-harvesting/,thegatewaypundit.com,488,95.31148529049999,claim,1,13,35,0.37142857142857144
3023,2081274,Texas Attorney General Announces Arrests In Fraudulent Mail-In Ballot Scheme In Democrat Primary,2020-09-27 20:30:31+00:00,2,https://truepundit.com/texas-attorney-general-announces-arrests-in-fraudulent-mail-in-ballot-scheme-in-democrat-primary/,truepundit.com,426,101.4821395874,claim,1,6,9,0.6666666666666666
3025,2076885,Texas Democrat Official 3 Others Indicted on 134 Felony Counts Involving Mail-In Ballot Fraud,2020-09-25 14:47:59+00:00,2,https://thepoliticalinsider.com/texas-democrat-official-3-others-indicted-on-134-felony-counts-involving-mail-in-ballot-fraud/?source=TPICI,thepoliticalinsider.com,302,95.4444046021,claim,1,6,8,0.75
3026,2067526,Trump May Have Just Lost Wisconsin As Judge Extends Absentee Ballot Deadline,2020-09-21 04:00:00+00:00,2,https://www.politicususa.com/2020/09/21/wisconsin-ballot-deadline.html,politicususa.com,280,90.99164581299999,claim,1,3,4,0.75
3027,2074425,WE TOLD YOU SO: Democrats Are Making a U-Turn on Mail-In Voting,2020-09-24 04:00:00+00:00,2,https://pjmedia.com/news-and-politics/stacey-lennox/2020/09/24/we-told-you-so-democrats-are-making-a-u-turn-on-mail-in-voting-n962446?bcid=448bac35de7f3b28cfbe53cd4a3cd6db&recip=18308812,pjmedia.com,260,19.7107810974,claim,1,10,44,0.22727272727272727
3029,2069560,Democrats Win Major Concessions on Vote-by-Mail from North Carolina in 'Consent Decree',2020-09-22 18:51:19+00:00,2,https://www.breitbart.com/politics/2020/09/22/democrats-win-major-concessions-on-vote-by-mail-from-north-carolina-in-consent-decree/,breitbart.com,260,10.075984954800001,claim,1,4,53,0.07547169811320754
3030,2075789,TEXAS: Gregg County Commissioner and Three Others Arrested in Connection to Organized Ballot-Harvesting Scheme During 2018 Democrat Primary,2020-09-25 00:35:40+00:00,2,https://www.thegatewaypundit.com/2020/09/texas-gregg-county-commissioner-three-others-arrested-connection-organized-ballot-harvesting-scheme-2018-democrat-primary/,thegatewaypundit.com,226,87.8187179565,claim,1,11,39,0.28205128205128205
3031,2074092,Mail-In Ballot Provides Box To Check That Causes Vote To Be Rejected Immediately,2020-09-24 13:31:22+00:00,2,https://www.theonion.com/mail-in-ballot-provides-box-to-check-that-causes-vote-t-1845164813,theonion.com,223,86.7557830811,claim,1,5,14,0.35714285714285715
3044,2074418,Trump’s False Claim About Mail Ballot Signatures in Nevada,2020-09-24 04:00:00+00:00,2,https://www.factcheck.org/2020/09/trumps-false-claim-about-mail-ballot-signatures-in-nevada/,factcheck.org,80,96.5825271606,fact_checking,0,19,52,0.36538461538461536
3113,2085366,Ilhan Omar Seen Driving Giant Industrial Ballot Harvester Through Minneapolis,2020-09-29 17:17:16+00:00,2,https://babylonbee.com/news/ilhan-omar-seen-driving-giant-industrial-ballot-harvester-through-minneapolis,babylonbee.com,3501,101.80590820309999,claim,1,15,55,0.2727272727272727
3114,2085903,Nearly 100000 Brooklyn Voters Got Wrong Ballot Return Envelopes,2020-09-29 20:32:22+00:00,2,https://www.breitbart.com/politics/2020/09/29/nearly-100000-brooklyn-voters-got-wrong-ballot-return-envelopes/?fbclid=IwAR1_wInqMsbttoRryKj29ewAdUs53rKDezEcxw3_4SNhPXeqK4G5MaPNKMc,breitbart.com,2345,102.25218963620001,claim,1,15,42,0.35714285714285715
3115,2091630,"Ilhan Omar Lashes Out at Project Veritas in Response to Bombshell Ballot Harvesting Videos ""These People Are Disgusting"" (VIDEO)",2020-10-01 23:55:10+00:00,2,https://www.thegatewaypundit.com/2020/10/ilhan-omar-lashes-project-veritas-response-bombshell-ballot-harvesting-videos-people-disgusting-video/,thegatewaypundit.com,1720,91.51128387450001,claim,1,8,26,0.3076923076923077
3116,2091156,Trump Campaign Gets Maine Court Victory over Voter ID Ballot Harvesting,2020-10-01 20:31:24+00:00,2,https://www.breitbart.com/politics/2020/10/01/trump-campaign-gets-court-victory-maine-voter-id-laws-ballot-harvesting/,breitbart.com,1172,84.8909606934,claim,1,7,10,0.7
3117,2084572,Democrat Tulsi Gabbard On Project Veritas Videos: ‘Offers Further Evidence Of The Need To Ban Ballot Harvesting’,2020-09-29 11:19:15+00:00,2,https://www.dailywire.com/news/democrat-tulsi-gabbard-on-project-veritas-videos-offers-further-evidence-of-the-need-to-ban-ballot-harvesting?fbclid=IwAR3sLjiGOACDR7wcdYr_U5SCNNnAIVNEQaZtQ8E4o2gERx0v7MtoOrx-jZ4,dailywire.com,948,93.9763565063,claim,1,3,3,1.0
3118,2090801,Greg Abbott Closes Down Ballot Drop Off Offices To Rig Texas For Trump,2020-10-01 04:00:00+00:00,2,https://www.politicususa.com/2020/10/01/texas-ballot-drop-off-offices.html?fbclid=IwAR2Gf5P5KuQ9DKyX1leKbxwogh0ms6-x2WhdmlXPlDEKXKtI9dquklIeszo,politicususa.com,754,100.5399780273,claim,1,6,11,0.5454545454545454
3119,2097290,Registered Democrat charged with felony for allegedly trying to obtain ballot for deceased wife,2020-10-04 22:25:10+00:00,2,https://www.theblaze.com/news/florida-democrat-arrested-absentee-ballot-deceased-wife,theblaze.com,641,93.62174987790002,claim,1,7,8,0.875
3120,2084775,Tulsi Gabbard Says Bipartisan Bill Banning Ballot Harvesting Will Protect ‘Sacred Right To Vote’,2020-09-29 04:00:00+00:00,2,https://dailycaller.com/2020/09/29/tulsi-gabbard-bipartisan-bill-rodney-davis-banning-ballot-harvesting-right-vote/,dailycaller.com,577,98.9155273438,claim,1,4,35,0.11428571428571428
3121,2091591,Nassau County: Hundreds Received Wrong Absentee Ballot Envelopes,2020-10-01 23:38:21+00:00,2,https://www.breitbart.com/politics/2020/10/01/nassau-county-hundreds-received-wrong-absentee-ballot-envelopes/,breitbart.com,577,93.1389465332,claim,1,7,11,0.6363636363636364
3122,2085098,Gabbard Offers Legislation to Ban ‘Ripe for Fraud’ Ballot Harvesting,2020-09-29 15:28:15+00:00,2,https://www.breitbart.com/2020-election/2020/09/29/tulsi-gabbard-introduces-legislation-to-ban-ripe-for-fraud-ballot-harvesting/?fbclid=IwAR1m5R6DH0mPuJqPs80T3s5lQ1BfAZzs87o0_We5i8Go1GUhX1TjZd_snY8,breitbart.com,502,105.8154907227,claim,1,2,2,1.0
3123,2098613,"Crooked Democrat Requests Ballot for Dead Wife -- Says ""I Haven't Done Anything Wrong""",2020-10-05 16:44:09+00:00,2,https://www.thegatewaypundit.com/2020/10/crooked-democrat-requests-ballot-dead-wife-says-havent-done-anything-wrong/,thegatewaypundit.com,495,96.75406646729999,claim,1,7,53,0.1320754716981132
3124,2096722,Democrat Charged for Allegedly Requesting Ballot for Dead Wife,2020-10-04 15:55:53+00:00,2,https://www.breitbart.com/2020-election/2020/10/04/democrat-charged-with-voter-fraud-after-allegedly-requesting-ballot-for-dead-wife/amp/,breitbart.com,418,108.2670440674,claim,1,7,37,0.1891891891891892
3125,2093662,Anne Arundel County Election Officials Warn of Ballot Collecting Scam,2020-10-02 19:52:45+00:00,2,https://www.breitbart.com/2020-election/2020/10/02/anne-arundel-county-election-officials-warn-of-ballot-collecting-scam/,breitbart.com,245,90.411857605,claim,1,9,11,0.8181818181818182
3126,2086280,WATCH: Tulsi Gabbard Addresses Ballot Harvesting After Alleged Ilhan Omar Scandal (VIDEO),2020-09-29 23:08:29+00:00,2,https://www.thegatewaypundit.com/2020/09/watch-tulsi-gabbard-addresses-ballot-harvesting-alleged-ilhan-omar-scandal-video/,thegatewaypundit.com,234,98.4267272949,claim,1,3,3,1.0
3127,2086212,Is Rep. Ilhan Omar Involved in an Illegal Ballot Harvesting Scheme?,2020-09-29 22:14:09+00:00,2,https://www.snopes.com/news/2020/09/29/project-veritas-ilhan-omar/,snopes.com,219,67.1745300293,fact_checking,0,34,52,0.6538461538461539
3128,2084128,BREAKING: James O’Keefe drops another BOMBSHELL on Ilhan Omar ballot harvesting,2020-09-29 02:51:25+00:00,2,https://therightscoop.com/breaking-james-okeefe-drops-another-bombshell-on-ilhan-omar-ballot-harvesting/,therightscoop.com,214,103.39051818850001,claim,0,1,1,1.0
3213,2107032,BREAKING: Seventh Circuit Court Blocks Wisconsin Delayed Absentee Ballot Deadline,2020-10-08 19:55:20+00:00,2,https://www.thegatewaypundit.com/2020/10/breaking-seventh-circuit-court-blocks-wisconsin-delayed-absentee-ballot-deadline/?fbclid=IwAR0yfZdrcA3vjMDzioOEbh8NkMssuKrSL4dGKkqivdndgOZ7bRqHeeUNexQ,thegatewaypundit.com,3387,80.1182937622,claim,1,5,5,1.0
3214,2113951,‘Violation of state law’: Legal experts blast California GOP’s ‘fake’ voter ballot dropoff boxes,2020-10-12 13:25:33+00:00,2,https://www.rawstory.com/2020/10/violation-of-state-law-legal-experts-blast-california-gops-fake-voter-ballot-dropoff-boxes/,rawstory.com,2770,92.8778991699,claim,1,8,19,0.42105263157894735
3215,2104493,DESTROYED: Tons of Trump mail-in ballot applications SHREDDED in back of tractor trailer headed for Pennsylvania,2020-10-07 20:46:26+00:00,2,https://therightscoop.com/destroyed-tons-of-trump-mail-in-ballot-applications-shredded-in-back-of-tractor-trailer-headed-for-pennsylvania/?fbclid=IwAR16yDXsMLigl6E1Do3-fVhDBcM8m-5aTt2i3wovbL3Hp6AR40PrXT1SzFs,therightscoop.com,2433,95.5579605103,claim,1,12,27,0.4444444444444444
3216,2107284,Texas Democrat Mayoral Candidate Zul Mohamed Arrested Charged with 109 Counts For Mail-In Ballot Fraud Scheme,2020-10-08 21:09:52+00:00,2,https://www.thegatewaypundit.com/2020/10/texas-mayoral-candidate-zul-mohamed-arrested-charged-109-counts-mail-ballot-fraud-scheme/,thegatewaypundit.com,950,78.85103607180001,claim,2,9,22,0.4090909090909091
3217,2113835,‘Appalling criminal conduct’: California GOP accused of operating fake ‘official’ ballot drop boxes,2020-10-12 12:13:19+00:00,2,https://www.rawstory.com/2020/10/appalling-criminal-conduct-california-gop-accused-of-operating-fake-official-ballot-drop-boxes/,rawstory.com,821,96.4408569336,claim,1,3,3,1.0
3218,2116324,California Republicans Defend Drop Boxes: If Democrats Can Do 'Ballot Harvesting' So Can We,2020-10-13 12:13:21+00:00,2,https://www.breitbart.com/politics/2020/10/13/california-republicans-defend-drop-boxes-if-democrats-can-do-ballot-harvesting-so-can-we-election/,breitbart.com,421,109.12683105469999,claim,1,8,32,0.25
3219,2107555,Texas mayoral candidate charged with 109 felonies related to mail-in ballot voter fraud,2020-10-08 23:00:00+00:00,2,https://www.theblaze.com/news/carrollton-muhamed-ballot-fraud-felony,theblaze.com,356,93.2608184814,claim,1,8,27,0.2962962962962963
3220,2106846,Court Blocks Extension of Wisconsin Absentee Ballot Deadline,2020-10-08 18:40:19+00:00,2,https://www.breitbart.com/politics/2020/10/08/court-blocks-extension-wisconsin-absentee-ballot-deadline/,breitbart.com,329,90.3131484985,claim,1,4,6,0.6666666666666666
3221,2115476,Did California Republicans Set Up Fake Ballot Drop Boxes?,2020-10-12 23:39:45+00:00,2,https://www.snopes.com/fact-check/ca-gop-ballot-drop-boxes/,snopes.com,317,97.1664962769,fact_checking,1,24,32,0.75
3222,2109343,Nearly 50000 Voters Receive Wrong Ballot in Ohio County,2020-10-09 18:36:57+00:00,2,https://www.breitbart.com/2020-election/2020/10/09/nearly-50000-voters-receive-wrong-ballot-ohio-county/,breitbart.com,240,108.62550354,claim,1,7,15,0.4666666666666667
3223,2116224,California GOP Confesses To Ownership Of Illegal Ballot Drop Boxes,2020-10-13 11:00:36+00:00,2,https://crooksandliars.com/2020/10/california-gop-confesses-ownership-illegal,crooksandliars.com,219,66.716835022,claim,1,4,4,1.0
3313,2125690,HUGE! Michigan Court Steps in And Prevents 14-Day Absentee Ballot Extension,2020-10-17 00:52:39+00:00,2,https://www.thegatewaypundit.com/2020/10/huge-michigan-court-steps-prevents-14-day-absentee-ballot-extension/?ff_campaign=websitesharingbuttons&ff_medium=PostTopSharingButtons&ff_source=Parler,thegatewaypundit.com,1701,85.2018127441,claim,1,5,9,0.5555555555555556
3314,2133710,Florida Postal Employee Charged with Stealing Mail-In Ballot,2020-10-21 00:59:05+00:00,2,https://www.breitbart.com/politics/2020/10/20/florida-postal-employee-charged-with-stealing-mail-in-ballot-other-mail/,breitbart.com,1345,111.3475418091,claim,1,8,28,0.2857142857142857
3315,2124341,California Election Investigation Reveals Details of Shocking Potential Fraud of Incredible Proportion,2020-10-16 04:00:00+00:00,2,https://www.redstate.com/scotthounsell/2020/10/16/california-election-investigation-reveals-details-of-shocking-potential-fraud-of-incredible-proportion/amp/?__twitter_impression=true,redstate.com,732,26.2107048035,claim,1,11,37,0.2972972972972973
3317,2125876,Attempted Robbery - Security Guard Assigned To Ballot Box Shot In Baltimor,2020-10-17 02:30:46+00:00,2,https://www.zerohedge.com/political/attempted-robbery-security-guard-assigned-ballot-box-shot-baltimore,zerohedge.com,539,93.81588745120001,claim,1,2,2,1.0
3318,2135561,Piles Of Stolen Mail On The Side Of The Road: Ballot Thefts Reported In Two Portland-Metro Suburbs,2020-10-21 19:46:12+00:00,2,https://www.zerohedge.com/political/piles-stolen-mail-side-road-ballot-thefts-reported-two-portland-metro-suburbs,zerohedge.com,496,83.8076019287,claim,1,2,2,1.0
3319,2129586,Charlie Kirk Locked Out Of Twitter Account For Pennsylvania Mail-In Ballot Tweet,2020-10-19 04:00:00+00:00,2,https://amp.dailycaller.com/2020/10/19/charlie-kirk-twitter-pennsylvania-turning-point-usa?__twitter_impression=true&s=09,dailycaller.com,446,59.8875160217,claim,1,4,7,0.5714285714285714
3321,2132988,Democrat Ballot Harvesting in California Backfiring Spectacularly,2020-10-20 04:00:00+00:00,2,https://pjmedia.com/election/rick-moran/2020/10/20/democrat-ballot-harvesting-in-california-backfiring-spectacularly-n1072749,pjmedia.com,311,99.9258346558,claim,1,5,15,0.3333333333333333
3322,2132736,Mail Carrier Accused Of Stealing Ballot And Political Flyers,2020-10-20 04:00:00+00:00,2,https://dailycaller.com/2020/10/20/absentee-ballot-florida-vote-election/,dailycaller.com,271,114.36869049069999,claim,0,1,1,1.0
3323,2125332,'Bins of Ballots' Found Media In-Kind Donations to Biden! This Week's Ballot Shenanigans!,2020-10-16 04:00:00+00:00,2,https://pjmedia.com/election/victoria-taft/2020/10/16/bins-of-ballots-found-media-in-kind-donations-to-biden-this-weeks-ballot-shenanigans-n1043831,pjmedia.com,236,85.8643798828,claim,1,3,3,1.0
3324,2131309,Pennsylvania Can Count Ballots With Or Without Postmarks Through Nov. 6 After Supreme Court Deadlocks,2020-10-19 04:00:00+00:00,2,https://dailycaller.com/2020/10/19/supreme-court-pennsylvania-mail-in-ballot-postmarked/,dailycaller.com,227,31.7283992767,claim,1,12,35,0.34285714285714286
3414,2147762,Oregon Man Receives Dead Friend's Ballot In The Mail,2020-10-27 12:25:47+00:00,2,https://www.thegatewaypundit.com/2020/10/oregon-man-receives-dead-friends-ballot-mail/,thegatewaypundit.com,1912,110.79035186770001,claim,1,5,19,0.2631578947368421
3415,2151628,Dozens Of Ballots Destroyed In Boston After Arsonist Sets Ballot Box On Fire,2020-10-28 20:10:00+00:00,2,https://www.thegatewaypundit.com/2020/10/dozens-ballots-destroyed-boston-arsonist-sets-ballot-box-fire/,thegatewaypundit.com,895,103.1514205933,claim,1,3,9,0.3333333333333333
3416,2151120,Texas Ballot Chaser Reveals 'Massive' Voter Fraud To Elect Biden,2020-10-28 17:22:58+00:00,2,https://www.zerohedge.com/markets/texas-ballot-chaser-reveals-massive-voter-fraud-elect-biden,zerohedge.com,808,91.4636154175,claim,1,11,24,0.4583333333333333
3417,2142329,No Signature Match? No Postmark? No Problemo! This Week In Ballot Shenanigans!,2020-10-24 16:41:23+00:00,2,https://www.zerohedge.com/political/no-signature-match-no-postmark-no-problemo-week-ballot-shenanigans,zerohedge.com,692,101.60076904299999,claim,1,8,11,0.7272727272727273
3418,2149376,Project Veritas Infiltrates Texas 'Ballot Chasing' Ring Targeting Senior Citizens,2020-10-27 22:26:40+00:00,2,https://www.zerohedge.com/political/project-veritas-infiltrates-texas-ballot-chasing-ring-targeting-senior-citizens,zerohedge.com,443,90.3440246582,claim,1,7,8,0.875
3419,2148356,O’Keefe Strikes Again! Texas “Republican” Consultant and ‘Ballot Chaser’ ILLEGALLY Pressures Voter to Change Vote to Democrat Candidate with GIFT! (VIDEO),2020-10-27 16:20:30+00:00,2,https://www.thegatewaypundit.com/2020/10/okeefe-strikes-texas-republican-consultant-ballot-chaser-illegally-pressures-voter-change-vote-democrat-candidate-gift-video/?ff_campaign=websitesharingbuttons&ff_source=Twitter,thegatewaypundit.com,372,69.94998931880001,claim,1,7,11,0.6363636363636364
3421,2149089,42 Percent of Pennsylvania Mail-in Ballot Requests Not Returned,2020-10-27 20:26:23+00:00,2,https://www.breitbart.com/politics/2020/10/27/one-week-left-42-percent-pennsylvania-mail-in-ballot-requests-not-returned/,breitbart.com,297,94.76747131350001,claim,1,7,32,0.21875
3422,2149244,Video: 'Ballot chaser' caught bribing and changing votes,2020-10-28 01:18:11+00:00,2,https://www.wnd.com/2020/10/4865150/?ats_es=ca43c73c841c8e911922cb912cb2c8ec,wnd.com,275,69.4332199097,claim,1,5,7,0.7142857142857143
3423,2144384,Ballot collection site in Democratic enclave deliberately set on fire in ‘disgrace to democracy’: report,2020-10-25 21:08:28+00:00,2,https://www.rawstory.com/2020/10/ballot-collection-site-in-democratic-enclave-deliberately-set-on-fire-in-disgrace-to-democracy-report/,rawstory.com,265,104.37586975100001,claim,1,2,3,0.6666666666666666
3424,2150956,Project Veritas Drops NUKE — GOP Ballot Chaser Admits to Major Voter Fraud Operation in Texas to Help Biden — '$55K for 5000 Votes' (VIDEO),2020-10-28 16:22:00+00:00,2,https://www.thegatewaypundit.com/2020/10/project-veritas-drops-nuke-gop-ballot-chaser-admits-major-voter-fraud-operation-texas-help-biden-55k-5000-votes-video/?ff_campaign=websitesharingbuttons&ff_medium=PostTopSharingButtons&ff_source=Twitter,thegatewaypundit.com,238,78.4881362915,claim,1,5,10,0.5
3426,2146295,Boston Police Arrest Man for Allegedly Setting Ballot Box on Fire,2020-10-26 18:48:31+00:00,2,https://www.breitbart.com/2020-election/2020/10/26/boston-police-arrest-man-for-allegedly-setting-ballot-box-on-fire/,breitbart.com,202,104.64897918700001,claim,1,4,8,0.5
