,id,title,url,num_tweets
2849,1738132,New York bucks request from the Sanders campaign and cancels Democratic primary,https://www.theblaze.com/news/new-york-bucks-cancels-democratic-presidential-primary,659
2850,1710306,Texas AG threatens to criminally sanction any group that tells voters to apply for a mail-in ballot to avoid COVID-19,https://www.rawstory.com/2020/04/texas-ag-threatens-to-criminally-sanction-any-group-that-tells-voters-to-apply-for-a-mail-in-ballot-to-avoid-covid-19/,544
2851,1719970,Dem Sen. Coons Calls for $3.6 Billion Vote-by-Mail Funding -- 'We Ought to Be Able to Do This',https://www.breitbart.com/clips/2020/04/19/dem-sen-coons-calls-for-3-6-billion-vote-by-mail-funding-we-ought-to-be-able-to-do-this/,537
2852,1729246,"Top Elections Lawyer: Vote-By-Mail Is ""The Most Massive Fraud Scheme In American History""",https://www.zerohedge.com/political/top-elections-lawyer-vote-mail-most-massive-fraud-scheme-american-history,521
2853,1737884,'Bad for Democracy': New York Board of Elections Removes Bernie Sanders From Primary Ballot,https://www.commondreams.org/news/2020/04/27/bad-democracy-new-york-board-elections-removes-bernie-sanders-primary-ballot,354
2854,1726232,Judicial Watch’s Campaign for Clean Elections,https://www.judicialwatch.org/investigative-bulletin/judicial-watchs-campaign-for-clean-elections/,325
2855,1732057,Pelosi Pushes Vote-by-Mail -- 'Every Person Registered to Vote Should Receive a Ballot',https://www.breitbart.com/clips/2020/04/24/pelosi-pushes-vote-by-mail-every-person-registered-to-vote-should-receive-a-ballot/,320
2856,1724680,California GOP Asks Gavin Newsom to Stop 'Ballot Harvesting' Due to Coronavirus,https://www.breitbart.com/politics/2020/04/21/california-gop-asks-gavin-newsom-to-stop-ballot-harvesting-due-to-coronavirus/,287
2857,1724671,NY GOP Warns of Legal Challengen to Cuomo's Mandating Mail-In Voting,https://www.breitbart.com/politics/2020/04/21/ny-gop-warns-it-will-legally-challenge-cuomos-executive-order-mandating-mail-in-voting-at-every-level/,249
2858,1709481,Clinton Lawyer Behind Fake Russia Dossier Pressures Nevada to Allow Ballot Harvesting Due to Coronavirus Concerns,https://www.thegatewaypundit.com/2020/04/clinton-lawyer-behind-fake-russia-dossier-pressures-nevada-allow-ballot-harvesting-due-coronavirus-concerns/,249
2859,1716721,Bernie Sanders Gets Dragged By Supporters For Sending Fundraising Email For The DNC,https://www.thegatewaypundit.com/2020/04/bernie-sanders-gets-dragged-supporters-sending-fundraising-email-dnc/,227
2860,1735128,Stealing the Election in Plain Sight,https://www.americanthinker.com/articles/2020/04/stealing_the_election_in_plain_sight.html,209
2861,1736014,Schiff: Every American Must Have 'Easy Access to Voting by Mail with a Postage Paid Ballot' in November,https://www.breitbart.com/clips/2020/04/26/schiff-every-american-must-have-easy-access-to-voting-by-mail-with-a-postage-paid-ballot-in-november/,162
2862,1727157,Exclusive: True the Vote Sues Nevada to Protect Election Integrity,https://www.breitbart.com/politics/2020/04/22/exclusive-true-the-vote-sues-nevada-to-protect-election-integrity/,143
2863,1721543,Marijuana Laws By State,https://www.theonion.com/marijuana-laws-by-state-1842963497,131
2864,1709660,The Wisconsin election postmortems suggest Republican efforts to suppress voters may have backfired,https://www.dailykos.com/stories/2020/4/15/1937530/-The-Wisconsin-election-postmortems-suggest-Republican-efforts-to-suppress-voters-may-have-backfired,127
